-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,0
-3,-1
-3,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-1
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-2,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-2
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
-1,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-3
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-4
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-5
0,-6
0,-6
0,-6
0,-6
0,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-6
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
1,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
2,-7
